-85.186	0.3426	8.623	0.0369	-2.931	-0.0000188	439880
-83.768	0.0723	12.463	-0.3777	-2.930	0.0001309	439881
-79.249	0.3805	11.471	0.6022	-2.927	0.0001944	439882
-81.883	0.1407	10.830	0.1387	-2.927	0.0000599	439883
-79.262	0.0069	8.582	-0.9332	-2.927	-0.0001125	439884
-85.436	0.1905	9.188	0.4431	-2.925	0.0002333	439885
-82.538	-0.0562	9.254	-0.7856	-2.924	0.0000800	439886
-79.546	0.1003	8.408	-0.6282	-2.924	0.0000639	439887
-81.576	0.4512	10.066	0.6378	-2.923	0.0002094	439888
-85.275	-0.5348	10.376	-0.4628	-2.923	0.0003037	439889
-79.547	-0.4145	10.207	0.5250	-2.923	0.0000861	439890
-79.093	-0.4742	9.272	-0.4110	-2.921	-0.0000273	439891
-80.189	-0.0955	8.920	-0.7294	-2.920	-0.0000165	439892
-84.971	0.2821	7.616	0.1760	-2.919	0.0001869	439893
-82.372	0.1876	9.035	0.6828	-2.919	0.0000348	439894
-79.778	-0.0041	12.735	0.4719	-2.918	0.0000650	439895
-76.847	0.0150	10.655	-0.1716	-2.917	-0.0001229	439896
-80.057	0.4671	9.207	0.4066	-2.916	0.0000645	439897
-82.599	-0.2407	7.239	0.5941	-2.915	0.0000095	439898
-79.755	-0.6591	10.564	-0.3602	-2.915	0.0001331	439899
-79.158	-0.5916	10.574	-0.6639	-2.914	-0.0000405	439900
-79.239	0.0546	8.349	0.3489	-2.914	0.0000833	439901
-78.881	0.5036	10.908	-0.4147	-2.914	-0.0000214	439902
-79.201	-0.5608	10.046	0.2381	-2.914	-0.0001488	439903
-82.024	-0.2078	9.687	-0.7144	-2.913	0.0001034	439904
-82.624	-0.5539	10.769	0.0192	-2.912	-0.0000928	439905
-83.113	-0.6265	10.377	-0.5610	-2.912	0.0002582	439906
-81.415	0.1893	10.319	0.9301	-2.911	0.0002556	439907
-85.469	0.1798	10.213	-0.3395	-2.911	-0.0000029	439908
-80.572	-0.5239	12.178	0.0091	-2.910	-0.0000444	439909
-78.070	-0.0415	8.008	0.1262	-2.909	-0.0001027	439910
-80.894	-0.5636	9.772	0.5230	-2.907	0.0002568	439911
-81.123	0.0268	7.675	0.2874	-2.906	0.0001252	439912
-81.199	0.4737	12.023	-0.4406	-2.906	-0.0001077	439913
-78.748	-0.4353	8.984	-0.5436	-2.905	-0.0000860	439914
-82.590	0.0308	9.159	-0.4769	-2.905	-0.0000150	439915
-82.616	-0.5113	7.824	-0.0362	-2.905	0.0001464	439916
-82.345	-0.6688	8.355	0.2310	-2.904	0.0001771	439917
-82.141	0.6146	9.738	-0.0131	-2.904	0.0000009	439918
-81.751	-0.1738	8.079	0.5719	-2.901	-0.0000915	439919
-81.652	0.1805	12.233	-0.5390	-2.901	-0.0000166	439920
-77.876	-0.0038	9.388	0.0754	-2.901	-0.0000805	439921
-80.768	0.3297	9.920	-0.2602	-2.900	0.0001313	439922
-80.745	0.1673	8.667	-0.1714	-2.899	0.0002106	439923
-80.430	0.1040	10.850	-0.5025	-2.897	-0.0000226	439924
-84.345	0.2001	8.889	0.3657	-2.897	0.0001596	439925
-82.610	0.2359	9.128	-0.1115	-2.897	0.0001517	439926
-77.980	-0.0120	11.548	-0.6245	-2.896	0.0000631	439927
-83.568	-0.0382	11.105	-0.4905	-2.896	0.0001131	439928
-80.975	-0.1540	11.004	-0.0607	-2.896	-0.0000420	439929
-82.497	0.0662	13.650	-0.0281	-2.895	-0.0001407	439930
-83.132	0.4686	9.766	0.3354	-2.894	0.0000734	439931
-81.389	-0.2462	12.875	-0.4710	-2.891	-0.0001123	439932
-85.564	-0.4398	9.795	0.1756	-2.891	0.0001348	439933
-83.382	-0.2927	8.868	-0.3507	-2.890	0.0001817	439934
-83.905	0.1036	9.349	0.1383	-2.890	0.0001108	439935
-79.826	-0.0333	7.502	0.6467	-2.889	0.0000667	439936
-82.928	0.5660	9.284	0.5426	-2.888	0.0002740	439937
-81.022	-0.4206	9.842	0.1406	-2.885	0.0002156	439938
-83.185	-0.1703	11.788	0.0692	-2.883	-0.0001280	439939
-80.940	0.7862	10.488	0.4019	-2.883	0.0001402	439940
-79.934	-0.4090	9.861	-0.2348	-2.882	0.0001747	439941
-83.438	0.3134	7.996	0.0675	-2.882	0.0001485	439942
-83.586	-0.0544	9.179	-0.8790	-2.881	-0.0000204	439943
-81.244	-0.7842	11.169	-0.4155	-2.880	0.0000855	439944
-79.387	-0.1008	9.833	-0.2051	-2.878	-0.0001482	439945
-76.632	-0.1623	9.283	0.0930	-2.877	-0.0001046	439946
-82.084	0.0841	12.087	-0.0514	-2.877	-0.0000200	439947
-79.395	-0.3634	10.272	0.4199	-2.876	0.0001862	439948
-80.066	0.2371	11.103	0.1934	-2.875	0.0001937	439949
-82.237	0.1689	9.369	-0.2628	-2.874	0.0001548	439950
-84.748	0.4181	11.768	0.1861	-2.873	0.0001536	439951
-83.925	-0.0952	8.535	0.0940	-2.872	0.0000786	439952
-83.874	0.0690	9.446	0.0083	-2.871	0.0000763	439953
-80.090	0.4648	9.389	-0.3267	-2.870	0.0000313	439954
-81.640	-0.0350	8.681	0.6329	-2.869	0.0000094	439955
-82.830	-0.3206	11.839	0.1740	-2.867	0.0002016	439956
-83.034	0.0814	10.910	0.0633	-2.867	0.0002880	439957
-78.913	-0.0078	9.294	-0.4713	-2.867	-0.0000524	439958
-82.286	-0.0630	10.434	0.1180	-2.867	0.0000470	439959
-82.166	0.3001	8.506	-0.5180	-2.867	-0.0000072	439960
-82.310	0.2307	11.300	-0.8668	-2.866	0.0000607	439961
-83.982	0.1644	9.269	0.7292	-2.866	0.0001692	439962
-81.352	-0.3834	10.374	-0.7342	-2.866	0.0000726	439963
-79.457	0.5265	8.999	0.0015	-2.865	-0.0001158	439964
-83.569	0.6201	9.157	0.5349	-2.865	0.0000154	439965
-85.075	0.1862	10.673	-0.0668	-2.863	0.0001920	439966
-83.240	-0.3610	11.499	-0.5696	-2.862	0.0001200	439967
-82.809	0.1534	9.645	0.2271	-2.862	-0.0000354	439968
-79.428	-0.4844	11.117	-0.2096	-2.862	-0.0000509	439969
-82.576	0.1829	7.522	-0.6537	-2.860	0.0002056	439970
-85.407	0.2248	8.854	0.2935	-2.859	0.0002539	439971
-80.895	0.2787	8.813	-0.1434	-2.858	0.0001890	439972
-83.019	0.1842	10.562	0.6145	-2.858	0.0000235	439973
-81.493	-0.2108	12.419	-0.4109	-2.856	0.0000882	439974
-84.733	-0.3762	10.507	0.3704	-2.855	0.0001622	439975
-81.708	0.1441	9.576	-0.9432	-2.855	0.0000232	439976
-79.460	0.2976	9.946	-0.0784	-2.855	-0.0001691	439977
-82.011	0.2806	9.175	-0.1309	-2.855	0.0000861	439978
-76.691	0.1725	8.839	-0.1665	-2.855	-0.0000362	439979
-78.843	0.5573	10.785	-0.2546	-2.854	-0.0000768	439980
-76.219	-0.1004	9.598	0.5067	-2.853	-0.0001491	439981
-80.785	0.0858	7.359	-0.1816	-2.852	0.0002003	439982
-81.481	-0.2271	13.219	-0.1099	-2.851	-0.0001179	439983
-80.837	-0.1949	7.422	-0.4202	-2.850	0.0001094	439984
-85.182	-0.2869	11.261	-0.4332	-2.849	0.0002800	439985
-85.344	-0.2759	8.466	-0.0418	-2.848	0.0000464	439986
-83.144	0.0063	11.065	0.5325	-2.846	0.0001535	439987
-79.271	0.1722	7.460	0.1053	-2.846	0.0002307	439988
-79.686	-0.1606	7.519	0.5325	-2.845	0.0001444	439989
-78.346	-0.1675	11.257	0.0892	-2.844	0.0000646	439990
-81.802	-0.4411	10.145	-0.6514	-2.842	0.0000122	439991
-81.292	0.3400	12.583	0.1808	-2.841	-0.0000329	439992
-82.484	0.6074	10.904	-0.5066	-2.841	-0.0000639	439993
-80.180	-0.2473	11.389	0.5916	-2.841	0.0002861	439994
-80.352	-0.7655	11.189	0.1970	-2.841	-0.0000601	439995
-84.391	0.0741	7.673	-0.4319	-2.840	0.0002055	439996
-81.491	0.3703	10.663	0.4690	-2.840	0.0002371	439997
-79.324	0.3564	11.443	-0.3257	-2.839	0.0002892	439998
-83.894	0.4464	7.644	-0.3621	-2.839	0.0001654	439999
-83.436	-0.0222	10.173	-0.0488	-2.837	-0.0000537	440000
-77.582	-0.2057	10.063	-0.0394	-2.835	0.0000458	440001
-82.067	-0.2099	12.310	-0.0692	-2.834	-0.0000023	440002
-81.994	-0.0531	13.078	-0.3407	-2.834	-0.0000140	440003
-81.054	0.1144	12.605	0.4201	-2.830	0.0000487	440004
-82.021	0.0730	11.197	-0.5479	-2.830	-0.0001423	440005
-84.528	0.2541	11.513	-0.4860	-2.827	0.0000393	440006
-85.810	-0.3158	10.296	0.4566	-2.827	0.0002109	440007
-81.333	0.2850	10.723	-0.6218	-2.826	0.0000299	440008
-77.834	-0.3161	7.878	-0.2710	-2.824	-0.0000247	440009
-78.176	0.2384	8.639	0.4397	-2.824	-0.0000103	440010
-82.791	-0.3594	12.202	-0.2938	-2.824	0.0001017	440011
-83.818	0.3378	10.882	0.2864	-2.822	0.0001411	440012
-80.370	0.1443	8.613	-0.3419	-2.822	-0.0001252	440013
-81.828	0.5383	9.731	0.6626	-2.822	0.0002046	440014
-81.884	-0.4772	10.645	0.3936	-2.821	0.0001174	440015
-79.671	0.2227	10.756	-0.2549	-2.819	-0.0001352	440016
-84.777	0.2678	8.528	0.0202	-2.819	-0.0000112	440017
-83.050	0.2619	7.120	-0.1397	-2.819	-0.0001098	440018
-81.247	-0.0148	12.819	-0.1553	-2.818	0.0001399	440019
-83.559	-0.4593	8.213	-0.1865	-2.818	0.0000055	440020
-81.707	-0.2360	9.126	-0.6062	-2.817	0.0001703	440021
-83.586	-0.3847	11.039	-0.2037	-2.817	0.0001841	440022
-80.625	0.3448	6.966	-0.1362	-2.816	0.0002810	440023
-79.842	0.3035	12.274	0.0524	-2.815	0.0001625	440024
-81.650	0.3847	10.218	-0.1564	-2.813	0.0001423	440025
-81.604	-0.7091	10.062	-0.4905	-2.813	-0.0000370	440026
-78.495	-0.3657	11.123	-0.2161	-2.813	0.0001385	440027
-80.692	-0.0432	12.718	-0.2912	-2.812	0.0002013	440028
-84.798	0.0719	11.820	0.1439	-2.812	0.0002074	440029
-82.067	-0.1327	8.726	0.8910	-2.812	0.0001045	440030
-80.537	0.3078	9.494	-0.3476	-2.810	0.0001321	440031
-82.525	-0.2442	8.226	0.1685	-2.810	-0.0001382	440032
-80.296	0.4294	9.317	0.0698	-2.809	0.0001095	440033
-80.960	0.0938	7.748	0.4454	-2.808	-0.0000222	440034
-82.665	-0.4523	10.964	-0.6557	-2.808	0.0000737	440035
-77.395	-0.1516	10.704	-0.1493	-2.808	-0.0000843	440036
-84.301	0.0895	10.926	-0.2706	-2.807	0.0001669	440037
-79.944	0.2955	12.559	-0.4371	-2.806	0.0001896	440038
-81.307	-0.0555	12.200	0.3903	-2.805	0.0000612	440039
-80.317	-0.0673	10.580	0.3520	-2.804	0.0000335	440040
-79.501	-0.3658	9.425	0.2563	-2.802	0.0000005	440041
-81.777	-0.7114	9.253	-0.0392	-2.802	-0.0001043	440042
-78.857	-0.0858	11.879	0.6161	-2.801	-0.0000090	440043
-83.002	-0.2623	8.685	0.2865	-2.799	0.0001397	440044
-83.734	0.3588	9.765	0.2546	-2.799	-0.0000226	440045
-81.721	0.3569	6.360	0.0373	-2.799	0.0000151	440046
-77.339	0.5531	9.872	0.1996	-2.798	-0.0001460	440047
-84.425	0.0671	10.161	-0.4438	-2.798	-0.0000368	440048
-78.530	-0.2369	12.019	-0.2105	-2.798	0.0001027	440049
-82.171	-0.2520	12.510	0.4352	-2.797	0.0002512	440050
-80.708	0.5614	9.761	-0.8630	-2.797	-0.0000207	440051
-81.809	-0.4796	7.965	-0.1423	-2.796	0.0000764	440052
-78.732	-0.4184	10.587	-0.4921	-2.796	0.0000942	440053
-81.843	-0.6998	12.543	0.0348	-2.796	0.0001209	440054
-81.229	-0.4123	10.772	0.6144	-2.795	-0.0000728	440055
-80.886	-0.2617	8.950	-0.8812	-2.795	0.0002473	440056
-84.926	0.0057	11.754	-0.2355	-2.794	0.0000437	440057
-81.492	0.5261	9.692	-0.1732	-2.794	-0.0001207	440058
-80.586	0.1515	8.733	0.1935	-2.792	-0.0001549	440059
-81.045	0.6092	8.239	-0.0927	-2.791	0.0000737	440060
-80.972	0.0114	10.625	1.0755	-2.790	-0.0000210	440061
-82.325	0.1693	10.691	-0.4051	-2.790	-0.0001163	440062
-78.659	0.1191	9.251	-0.0598	-2.789	0.0001893	440063
