-80.670	-.1261	8.81	.5332	-2.887	-.0003346
-81.513	-.0003	8.233	.6604	-2.887	-.0001782
-77.701	.1779	12.126	-.5317	-2.885	-.0003928
-80.695	-.0628	6.67	.2940	-2.884	-.0003871
-79.950	-.2007	9.995	-.1659	-2.884	-.0002958
-80.495	.3821	8.184	-.6091	-2.883	-.0004478
-79.236	-.5233	10.818	.5784	-2.882	-.0002989
-83.451	-.4136	9.55	-.1026	-2.882	-.0002217
-78.184	-.4654	9.275	-.1034	-2.881	-.0002362
-78.807	-.1900	7.093	.1481	-2.881	-.0001431
-77.678	.1157	8.939	.0965	-2.879	-.0003003
-80.752	-.3964	12.196	.7164	-2.879	-.0002341
-83.667	.0179	9.108	-.3093	-2.879	-.0002920
-78.176	-.2688	9.344	.5727	-2.878	-.0002191
-78.765	.1695	10.889	-1.0151	-2.878	-.0003429
-75.802	-.0923	12.228	.2690	-2.876	-.0003113
-76.068	-.3272	11.649	-.0940	-2.875	-.0004370
-81.054	.1142	10.087	.7506	-2.874	-.0002287
-76.949	.0786	11.796	.2267	-2.871	-.0005254
-81.047	-.2413	12.714	-.2128	-2.870	-.0002128
-78.127	-.6803	8.654	.2920	-2.870	-.0001675
-80.406	.1397	9.799	-.0676	-2.870	-.0002245
-80.338	-.2129	8.026	.2534	-2.869	-.0001062
-79.098	-.5512	10.041	.2644	-2.869	-.0005309
-74.812	-.1401	9.295	-.1476	-2.869	-.0003844
-77.547	-.0336	10.962	.3417	-2.867	-.0004306
-77.988	.6680	8.054	-.2863	-2.866	-.0002993
-78.900	-.2176	7.432	-.4466	-2.865	-.0004349
-81.007	-.2131	10.637	.2120	-2.865	-.0003638
-80.044	-.3045	11.613	.4978	-2.865	-.0002557
-79.727	-.1419	11.258	-.1438	-2.864	-.0001252
-79.078	-.0466	10.043	-.0851	-2.864	-.0002425
-79.933	.3746	9.76	-.4519	-2.863	-.0002470
-80.545	-.4536	11.272	.1557	-2.863	-.0002011
-83.868	.0422	7.951	.2696	-2.862	-.0001335
-78.483	.2408	7.958	-.3679	-2.862	-.0003213
-81.844	-.1882	9.819	-.5250	-2.861	-.0002849
-77.585	-.3258	8.347	.4504	-2.860	-.0004619
-82.583	-.1352	10.899	.2984	-2.859	-.0004614
-81.127	-.5454	12.154	-.1471	-2.859	-.0003168
-77.246	-.1706	11.325	-.4266	-2.858	-.0003041
-83.321	.0748	11.265	.0355	-2.857	-.0002256
-80.161	-.4032	8.005	-.2535	-2.857	-.0004274
-80.244	.3092	13.529	-.1573	-2.855	-.0002032
-77.925	-.1966	11.016	-.7533	-2.855	-.0001941
-77.888	.2283	8.386	.2913	-2.854	-.0004120
