-80.443	0.3103	11.861	-0.2593	-2.879	-0.0001876
-78.451	-0.4572	8.691	0.3611	-2.879	-0.0003075
-77.009	0.574	10.925	-0.3891	-2.879	-0.000435
-76.232	-0.0436	8.252	0.4956	-2.878	-0.0002514
-77.899	0.3551	7.807	-0.6445	-2.878	-0.0005785
-78.599	-0.1906	11.563	0.075	-2.877	-0.0003497
-82.688	-0.3274	10.751	0.6521	-2.877	-0.0002045
-80.5	0.4917	8.854	-0.4523	-2.876	-0.0002098
-79.979	0.2665	10.263	0.1194	-2.876	-0.0002139
-80.247	0.01	13.283	0.5897	-2.875	-0.0001438
-79.992	0.0629	9.184	0.2887	-2.875	-0.0001139
-78.883	0.2167	8.347	0.6185	-2.873	-0.0001088
-78.442	-0.3961	8.0	0.1858	-2.872	-0.0002099
-79.221	0.2559	8.887	-0.8555	-2.872	-0.000159
-81.601	-0.5356	11.082	-0.0966	-2.871	-0.0003882
-80.95	0.2375	9.803	0.6532	-2.87	-0.0003122
-78.531	-0.3514	11.681	0.3845	-2.869	-0.0002557
-78.205	-0.6955	7.925	-0.0081	-2.868	-0.0004279
-75.384	-0.0013	9.622	-0.1569	-2.867	-0.0001847
-82.44	0.0433	11.522	0.5105	-2.867	-0.0003903
-80.8	0.6803	10.648	0.1099	-2.867	-0.0001479
-76.408	0.2937	10.351	0.3991	-2.866	-0.0004755
-80.992	-0.524	8.693	0.6263	-2.866	-0.0002996
-81.37	-0.188	8.252	0.2863	-2.865	-0.0002375
-82.286	0.2845	7.501	-0.2906	-2.864	-0.0002786
-75.407	0.228	10.964	-0.3075	-2.863	-0.00041
-79.373	-0.2289	11.488	0.8971	-2.862	-0.0003976
-81.463	-0.4437	11.164	0.4886	-2.862	-0.0003346
-76.872	0.1487	8.752	0.5725	-2.861	-0.0004976
-77.173	0.5924	8.301	-0.1551	-2.861	-0.0003163
-78.229	0.2676	7.855	0.0361	-2.861	-0.0003847
-77.554	0.2651	10.355	-0.2736	-2.859	-0.0003574
-76.95	0.272	8.486	0.3834	-2.859	-0.0002286
-79.192	0.3384	7.432	-0.3535	-2.859	-0.0004065
-78.425	0.3724	11.361	0.5107	-2.858	-0.0004676
-80.308	-0.2118	6.764	0.2688	-2.858	-0.0001518
-79.139	-0.6465	10.619	0.0772	-2.858	-0.0003715
-78.558	0.2557	6.491	0.283	-2.858	-0.0002961
-81.122	-0.0836	11.781	-0.3946	-2.857	-8.46e-05
-81.346	0.12	11.962	-0.3942	-2.857	-0.00037
-78.354	-0.1911	11.733	0.2665	-2.855	-0.0002792
-78.244	0.4153	10.261	-0.1398	-2.855	-0.0001842
-78.581	-0.4195	10.758	0.8125	-2.855	-0.0003292
-81.376	0.2635	8.836	0.6958	-2.854	-0.0002495
-77.727	0.0073	10.623	0.4246	-2.853	-0.0005668
-78.616	-0.29	12.122	-0.2589	-2.852	-0.0001162
-80.958	-0.1044	7.182	-0.4547	-2.849	-0.0003263
-76.717	0.1824	7.329	0.3155	-2.846	-0.000457
-80.768	0.4476	10.791	-0.1637	-2.846	-0.0003155
-81.089	0.3038	11.558	0.5374	-2.845	-0.0004829
-78.342	0.0403	11.84	0.7867	-2.845	-0.0003706
-79.842	0.0504	9.092	0.0707	-2.845	-0.0002892
-82.444	0.3756	12.823	0.4283	-2.844	-0.0001237
-81.48	-0.2119	8.408	0.36	-2.844	-0.0003553
-80.864	-0.2664	10.959	-0.2785	-2.843	-0.0003619
-80.318	-0.233	10.73	-0.426	-2.842	-0.0005145
-79.698	-0.4713	10.868	-0.8343	-2.842	-0.0002789
-82.751	-0.0423	11.191	-0.2627	-2.839	-0.0003662
