-85.45	-0.6122	8.68	0.4449	-2.498	0.0007648
-86.854	0.0745	11.226	-0.4025	-2.498	0.0006758
-84.501	0.2519	12.57	-0.3418	-2.495	0.000755
-85.571	-0.0747	7.659	-0.1714	-2.492	0.0009312
-88.383	0.6121	11.134	0.012	-2.492	0.0010719
-85.968	0.3605	11.229	-0.0312	-2.492	0.00083
-87.707	-0.1988	8.323	0.1007	-2.491	0.0008419
-85.772	-0.3639	13.116	0.1406	-2.491	0.0009486
-84.213	-0.1916	13.418	0.0722	-2.491	0.0007212
-85.632	0.6388	9.324	0.2846	-2.489	0.0006257
-82.674	0.5572	9.671	-0.3709	-2.489	0.0010118
-86.495	0.3384	12.664	-0.3709	-2.488	0.0010357
-80.494	0.3846	9.891	0.0556	-2.487	0.0006583
-88.218	0.251	11.935	-0.2491	-2.487	0.0010322
-83.15	0.0998	11.663	-0.6141	-2.486	0.0007995
-86.183	0.2492	7.52	0.0101	-2.486	0.0008268
-86.362	-0.4003	7.61	-0.3433	-2.485	0.0009002
-86.444	-0.0782	6.863	0.1376	-2.484	0.0009975
-85.487	0.1095	11.403	-0.2829	-2.483	0.001025
-86.396	0.2656	8.568	-0.6893	-2.483	0.0006613
-84.673	0.3543	9.575	0.1824	-2.482	0.0008109
-81.524	0.4614	10.513	-0.2277	-2.482	0.0008457
-84.176	0.3284	9.567	-0.029	-2.48	0.0011025
-83.813	0.3183	9.624	-0.3902	-2.48	0.0009835
-87.708	0.0606	10.352	0.1006	-2.48	0.000897
-88.32	-0.4038	10.565	-0.0243	-2.48	0.0008514
-81.704	0.2	10.545	-0.3959	-2.48	0.0008241
-85.876	0.0097	10.001	-0.7685	-2.477	0.0007944
-82.447	0.3885	12.042	-0.2768	-2.475	0.0010182
-85.394	-0.2157	7.482	0.7082	-2.474	0.0007551
-84.812	-0.2029	11.964	-0.6957	-2.474	0.0009084
-86.079	0.3326	8.514	-0.1906	-2.474	0.000947
-85.112	-0.2488	9.842	0.2453	-2.474	0.0007606
-83.243	0.0068	8.058	0.1968	-2.471	0.0008586
-86.617	0.5719	11.183	0.5148	-2.47	0.0008873
-85.055	0.1338	11.334	0.6994	-2.467	0.0007468
-88.476	0.0474	10.498	-0.1604	-2.467	0.0009169
-80.837	0.1384	11.339	0.4231	-2.466	0.0007362
-84.747	-0.0048	11.185	-0.0009	-2.466	0.0007541
-84.781	-0.533	9.807	-0.5105	-2.466	0.0009577
-83.207	0.0072	10.016	-0.9059	-2.466	0.0009798
-85.529	-0.8195	11.265	-0.0972	-2.464	0.0010909
-86.816	0.0584	10.788	0.3992	-2.464	0.000903
-86.697	0.4324	9.895	0.0904	-2.463	0.0009614
-81.592	-0.391	11.224	0.2646	-2.462	0.0006484
-81.253	0.2	8.936	-0.0277	-2.462	0.0010009
-82.644	0.3519	12.68	-0.3796	-2.461	0.0008491
-85.779	0.5358	10.882	0.0042	-2.461	0.0006768
-87.854	-0.384	11.125	0.327	-2.461	0.0010395
-87.547	0.1066	9.892	-0.134	-2.46	0.0010324
-84.83	0.4956	11.781	-0.2884	-2.459	0.0006209
-86.149	-0.0252	9.102	0.6524	-2.459	0.000957
-85.486	-0.2522	7.513	0.3782	-2.459	0.0010099
-87.724	0.244	9.732	0.4662	-2.459	0.0008743
-83.819	0.3093	13.214	-0.1532	-2.457	0.0008526
-85.428	0.3727	12.962	0.0495	-2.455	0.0010263
-88.629	0.4185	11.526	0.0098	-2.455	0.000842
-86.619	-0.0085	7.467	0.0235	-2.453	0.0008329
-84.377	-0.1787	7.719	0.306	-2.453	0.0006782
-88.458	-0.3179	10.846	0.2204	-2.451	0.0009646
-85.858	0.2108	9.91	0.4211	-2.451	0.0007128
-83.722	-0.2233	12.002	0.6276	-2.449	0.0009415
-81.401	-0.5038	10.893	-0.1376	-2.449	0.0008304
-87.06	0.2207	9.249	0.7047	-2.448	0.0009403
-83.252	0.3691	7.087	0.0717	-2.447	0.0008039
-86.776	0.0565	9.883	0.7501	-2.447	0.0010204
-89.672	-0.3409	9.811	-0.0015	-2.446	0.0009261
-85.681	0.1844	11.671	-0.3761	-2.445	0.0008739
-84.974	0.1575	13.335	0.3095	-2.444	0.0006825
-86.351	-0.1627	8.83	0.2865	-2.444	0.0010271
-84.483	0.2368	8.473	0.5981	-2.444	0.0010899
-84.85	-0.0056	10.038	0.5911	-2.443	0.000887
-84.919	0.1892	11.638	-0.338	-2.442	0.0007278
-84.071	-0.2891	8.99	0.4372	-2.442	0.0010022
-85.44	0.1037	6.463	0.3878	-2.442	0.0008256
-88.533	0.3474	12.343	-0.1871	-2.441	0.0010014
-86.794	0.1623	10.308	-0.117	-2.441	0.0008808
-85.785	0.5395	7.705	-0.0205	-2.44	0.0008737
-86.128	-0.3109	13.435	0.1877	-2.44	0.0007806
-88.028	0.1059	9.598	0.1367	-2.439	0.0009956
-82.805	-0.5983	11.975	-0.3248	-2.439	0.0007677
-87.395	0.0954	12.418	-0.5291	-2.435	0.0008916
-85.467	0.6399	9.626	0.715	-2.435	0.0008986
-87.731	-0.2419	7.343	0.1119	-2.434	0.0007595
-82.443	-0.0837	10.631	0.1813	-2.433	0.0008443
-84.944	0.0142	11.496	0.2598	-2.433	0.0007524
-81.803	0.1249	11.544	-0.5137	-2.433	0.0007414
-85.403	0.0588	9.999	-0.5167	-2.43	0.0007781
-86.22	-0.1722	11.022	-0.3563	-2.427	0.0006619
-86.233	-0.0829	12.338	-0.2269	-2.427	0.0007961
-84.858	0.3273	9.854	-0.7064	-2.426	0.0010104
-87.946	-0.0574	8.089	-0.2997	-2.426	0.0009623
-85.343	0.0403	7.462	-0.0318	-2.426	0.0009376
-83.398	0.0794	12.436	-0.1471	-2.42	0.0006585
-86.528	-0.5463	8.525	-0.2736	-2.419	0.000696
-89.239	-0.4341	9.086	-0.2256	-2.419	0.0010045
-84.826	0.3424	8.044	0.212	-2.419	0.0008522
-82.874	-0.1083	11.4	0.5661	-2.418	0.0006705
-82.41	-0.083	8.328	0.1632	-2.418	0.0009168
-85.7	-0.0674	12.338	-0.3522	-2.417	0.0010627
-81.445	-0.0639	8.872	0.4771	-2.416	0.0006141
-86.975	-0.2463	11.353	0.3134	-2.416	0.0007866
-82.882	-0.7422	10.391	-0.3601	-2.415	0.0007229
-84.882	0.0658	8.432	-1.0002	-2.415	0.0007607
-87.395	-0.1598	12.244	-0.0898	-2.415	0.0008332
-81.342	0.1873	9.421	0.1097	-2.414	0.0007978
-81.626	0.0787	11.284	0.4731	-2.414	0.0005974
-85.407	0.2049	10.18	0.3193	-2.414	0.0006702
-81.592	0.1953	11.526	0.0925	-2.414	0.0008736
-87.001	-0.0599	6.886	0.2249	-2.413	0.0009999
-82.113	-0.2566	10.187	0.4629	-2.413	0.0007807
-82.976	-0.3891	9.037	0.4511	-2.412	0.0007965
-84.481	-0.0115	9.514	0.6334	-2.411	0.0010455
-87.778	-0.2989	10.633	-0.8033	-2.411	0.0008494
-85.085	-0.6561	12.275	-0.0258	-2.409	0.0009122
-85.018	-0.2155	9.861	0.6142	-2.409	0.0009809
-84.755	-0.5831	10.357	0.6821	-2.408	0.0007849
-85.544	-0.0528	9.893	1.0139	-2.406	0.000858
-80.188	-0.126	10.72	-0.0047	-2.406	0.000634
-81.585	-0.314	9.766	0.0509	-2.406	0.0008236
-85.885	-0.2178	12.431	0.8386	-2.406	0.0009914
-83.288	0.6332	9.326	0.1912	-2.406	0.0006955
