-83.189	-0.5846	8.625	0.2923	-2.910	0.0003404	297578
-85.729	0.0831	10.446	0.1049	-2.910	0.0001457	297579
-80.920	0.1111	7.616	0.1011	-2.909	0.0001494	297580
-81.490	0.3478	10.743	-0.3174	-2.908	0.0002936	297581
-80.242	0.0012	11.259	-0.6554	-2.908	0.0004135	297582
-80.212	-0.4558	11.456	-0.4014	-2.908	0.0000346	297583
-84.387	0.5700	7.426	0.1001	-2.908	0.0004001	297584
-83.035	0.2633	12.386	0.7534	-2.906	0.0001013	297585
-79.328	-0.1399	9.467	0.2451	-2.906	0.0002635	297586
-77.695	-0.2508	10.138	0.6916	-2.905	-0.0000147	297587
-79.920	-0.2795	6.594	-0.0153	-2.904	0.0001299	297588
-84.210	-0.4910	11.379	-0.2894	-2.903	0.0003377	297589
-83.625	-0.0589	8.706	0.0356	-2.903	0.0001774	297590
-83.004	0.6965	10.600	0.0237	-2.902	0.0002493	297591
-83.785	0.2287	9.233	0.2969	-2.902	0.0002247	297592
-83.621	0.4677	9.242	0.8479	-2.902	0.0003631	297593
-81.481	0.1720	12.436	0.0129	-2.901	0.0001588	297594
-79.854	0.1916	10.421	-0.5024	-2.900	0.0001704	297595
-78.025	-0.1936	10.215	-0.1136	-2.897	0.0002400	297596
-82.477	0.0604	11.624	0.4049	-2.895	0.0003050	297597
-79.690	-0.0207	9.816	-0.9537	-2.895	0.0001833	297598
-79.441	-0.3473	10.408	0.4051	-2.895	0.0001345	297599
-81.149	-0.2238	11.771	0.2884	-2.894	0.0004004	297600
-82.224	0.1247	8.344	0.1010	-2.894	0.0002935	297601
-83.811	0.0579	9.983	0.9167	-2.893	0.0000709	297602
-83.788	0.1386	7.632	-0.3860	-2.892	0.0001214	297603
-80.831	-0.3668	9.869	0.0759	-2.887	0.0003401	297604
-79.982	0.1189	11.397	0.2625	-2.887	0.0003849	297605
-85.630	-0.0965	10.272	-0.4657	-2.886	0.0003482	297606
-84.287	0.6134	12.119	-0.4456	-2.886	0.0004642	297607
-82.470	-0.1788	9.641	0.7460	-2.886	0.0003913	297608
-82.660	0.1717	8.157	-0.0551	-2.886	0.0000870	297609
-81.366	-0.1218	12.856	-0.7431	-2.886	0.0000067	297610
-81.523	0.3602	9.019	-0.7471	-2.885	0.0003054	297611
-81.605	0.1735	9.495	0.2317	-2.885	0.0000805	297612
-84.345	-0.3763	9.928	-0.0105	-2.884	0.0003955	297613
-82.831	0.3429	12.512	0.6110	-2.884	0.0002717	297614
-80.912	-0.5443	7.875	-0.3223	-2.883	0.0002469	297615
-80.439	0.0065	11.530	-0.5746	-2.883	0.0001193	297616
-82.222	-0.0814	12.815	0.2266	-2.882	0.0003639	297617
-82.556	0.4650	11.145	-0.6152	-2.880	0.0000581	297618
-82.355	0.5163	8.777	-0.5973	-2.879	0.0000026	297619
-81.395	-0.7940	8.178	-0.1539	-2.879	0.0001363	297620
-85.491	-0.0241	10.728	0.1786	-2.878	0.0002987	297621
-79.224	-0.5175	10.537	-0.4748	-2.877	0.0001381	297622
-78.794	-0.0438	10.180	0.3575	-2.877	0.0001833	297623
-79.502	-0.3809	9.726	0.4075	-2.877	0.0003781	297624
-82.735	-0.4100	8.582	0.2963	-2.876	0.0001839	297625
-81.394	-0.1048	10.989	-0.4488	-2.876	0.0003817	297626
