 1001 1 1
 1
0	1	0
1e-06	0.957	0
2e-06	0.914	0
3e-06	0.871	0
4e-06	0.828	0
5e-06	0.785	0
6e-06	0.742	0
7e-06	0.699	0
8e-06	0.656	0
9e-06	0.613	0
1e-05	0.57	0
1.1e-05	0.569222	0
1.2e-05	0.568444	0
1.3e-05	0.567667	0
1.4e-05	0.566889	0
1.5e-05	0.566111	0
1.6e-05	0.565333	0
1.7e-05	0.564556	0
1.8e-05	0.563778	0
1.9e-05	0.563	0
2e-05	0.562222	0
2.1e-05	0.561444	0
2.2e-05	0.560667	0
2.3e-05	0.559889	0
2.4e-05	0.559111	0
2.5e-05	0.558333	0
2.6e-05	0.557556	0
2.7e-05	0.556778	0
2.8e-05	0.556	0
2.9e-05	0.555222	0
3e-05	0.554444	0
3.1e-05	0.553667	0
3.2e-05	0.552889	0
3.3e-05	0.552111	0
3.4e-05	0.551333	0
3.5e-05	0.550556	0
3.6e-05	0.549778	0
3.7e-05	0.549	0
3.8e-05	0.548222	0
3.9e-05	0.547444	0
4e-05	0.546667	0
4.1e-05	0.545889	0
4.2e-05	0.545111	0
4.3e-05	0.544333	0
4.4e-05	0.543556	0
4.5e-05	0.542778	0
4.6e-05	0.542	0
4.7e-05	0.541222	0
4.8e-05	0.540444	0
4.9e-05	0.539667	0
5e-05	0.538889	0
5.1e-05	0.538111	0
5.2e-05	0.537333	0
5.3e-05	0.536556	0
5.4e-05	0.535778	0
5.5e-05	0.535	0
5.6e-05	0.534222	0
5.7e-05	0.533444	0
5.8e-05	0.532667	0
5.9e-05	0.531889	0
6e-05	0.531111	0
6.1e-05	0.530333	0
6.2e-05	0.529556	0
6.3e-05	0.528778	0
6.4e-05	0.528	0
6.5e-05	0.527222	0
6.6e-05	0.526444	0
6.7e-05	0.525667	0
6.8e-05	0.524889	0
6.9e-05	0.524111	0
7e-05	0.523333	0
7.1e-05	0.522556	0
7.2e-05	0.521778	0
7.3e-05	0.521	0
7.4e-05	0.520222	0
7.5e-05	0.519444	0
7.6e-05	0.518667	0
7.7e-05	0.517889	0
7.8e-05	0.517111	0
7.9e-05	0.516333	0
8e-05	0.515556	0
8.1e-05	0.514778	0
8.2e-05	0.514	0
8.3e-05	0.513222	0
8.4e-05	0.512444	0
8.5e-05	0.511667	0
8.6e-05	0.510889	0
8.7e-05	0.510111	0
8.8e-05	0.509333	0
8.9e-05	0.508556	0
9e-05	0.507778	0
9.1e-05	0.507	0
9.2e-05	0.506222	0
9.3e-05	0.505444	0
9.4e-05	0.504667	0
9.5e-05	0.503889	0
9.6e-05	0.503111	0
9.7e-05	0.502333	0
9.8e-05	0.501556	0
9.9e-05	0.500778	0
0.0001	0.5	0
0.000101	0.404714	0
0.000102	0.309429	0
0.000103	0.214143	0
0.000104	0.118857	0
0.000105	0.0235714	0
0.000106	-0.0717143	0
0.000107	-0.167	0
0.000108	-0.262286	0
0.000109	-0.261992	0
0.00011	-0.261698	0
0.000111	-0.261404	0
0.000112	-0.26111	0
0.000113	-0.260816	0
0.000114	-0.260521	0
0.000115	-0.260227	0
0.000116	-0.259933	0
0.000117	-0.259639	0
0.000118	-0.259345	0
0.000119	-0.259051	0
0.00012	-0.258757	0
0.000121	-0.258463	0
0.000122	-0.258169	0
0.000123	-0.257875	0
0.000124	-0.257581	0
0.000125	-0.257287	0
0.000126	-0.256993	0
0.000127	-0.256699	0
0.000128	-0.256405	0
0.000129	-0.256111	0
0.00013	-0.255817	0
0.000131	-0.255523	0
0.000132	-0.255229	0
0.000133	-0.254935	0
0.000134	-0.254641	0
0.000135	-0.254347	0
0.000136	-0.254053	0
0.000137	-0.253758	0
0.000138	-0.253464	0
0.000139	-0.25317	0
0.00014	-0.252876	0
0.000141	-0.252582	0
0.000142	-0.252288	0
0.000143	-0.251994	0
0.000144	-0.2517	0
0.000145	-0.251406	0
0.000146	-0.251112	0
0.000147	-0.250818	0
0.000148	-0.250524	0
0.000149	-0.25023	0
0.00015	-0.249936	0
0.000151	-0.249642	0
0.000152	-0.249348	0
0.000153	-0.249054	0
0.000154	-0.24876	0
0.000155	-0.248466	0
0.000156	-0.248172	0
0.000157	-0.247878	0
0.000158	-0.247584	0
0.000159	-0.24729	0
0.00016	-0.246996	0
0.000161	-0.246701	0
0.000162	-0.246407	0
0.000163	-0.246113	0
0.000164	-0.245819	0
0.000165	-0.245525	0
0.000166	-0.245231	0
0.000167	-0.244937	0
0.000168	-0.244643	0
0.000169	-0.244349	0
0.00017	-0.244055	0
0.000171	-0.243761	0
0.000172	-0.243467	0
0.000173	-0.243173	0
0.000174	-0.242879	0
0.000175	-0.242585	0
0.000176	-0.242291	0
0.000177	-0.241997	0
0.000178	-0.241703	0
0.000179	-0.241409	0
0.00018	-0.241115	0
0.000181	-0.240821	0
0.000182	-0.240527	0
0.000183	-0.240233	0
0.000184	-0.239939	0
0.000185	-0.239644	0
0.000186	-0.23935	0
0.000187	-0.239056	0
0.000188	-0.238762	0
0.000189	-0.238468	0
0.00019	-0.238174	0
0.000191	-0.23788	0
0.000192	-0.237586	0
0.000193	-0.237292	0
0.000194	-0.236998	0
0.000195	-0.236704	0
0.000196	-0.23641	0
0.000197	-0.236116	0
0.000198	-0.235822	0
0.000199	-0.235528	0
0.0002	-0.235234	0
0.000201	-0.23494	0
0.000202	-0.234646	0
0.000203	-0.234352	0
0.000204	-0.234058	0
0.000205	-0.233764	0
0.000206	-0.23347	0
0.000207	-0.233176	0
0.000208	-0.232881	0
0.000209	-0.232587	0
0.00021	-0.232293	0
0.000211	-0.231999	0
0.000212	-0.231705	0
0.000213	-0.231411	0
0.000214	-0.231117	0
0.000215	-0.230823	0
0.000216	-0.230529	0
0.000217	-0.230235	0
0.000218	-0.229941	0
0.000219	-0.229647	0
0.00022	-0.229353	0
0.000221	-0.229059	0
0.000222	-0.228765	0
0.000223	-0.228471	0
0.000224	-0.228177	0
0.000225	-0.227883	0
0.000226	-0.227589	0
0.000227	-0.227295	0
0.000228	-0.227001	0
0.000229	-0.226707	0
0.00023	-0.226413	0
0.000231	-0.226119	0
0.000232	-0.225824	0
0.000233	-0.22553	0
0.000234	-0.225236	0
0.000235	-0.224942	0
0.000236	-0.224648	0
0.000237	-0.224354	0
0.000238	-0.22406	0
0.000239	-0.223766	0
0.00024	-0.223472	0
0.000241	-0.223178	0
0.000242	-0.222884	0
0.000243	-0.22259	0
0.000244	-0.222296	0
0.000245	-0.222002	0
0.000246	-0.221708	0
0.000247	-0.221414	0
0.000248	-0.22112	0
0.000249	-0.220826	0
0.00025	-0.220532	0
0.000251	-0.220238	0
0.000252	-0.219944	0
0.000253	-0.21965	0
0.000254	-0.219356	0
0.000255	-0.219061	0
0.000256	-0.218767	0
0.000257	-0.218473	0
0.000258	-0.218179	0
0.000259	-0.217885	0
0.00026	-0.217591	0
0.000261	-0.217297	0
0.000262	-0.217003	0
0.000263	-0.216709	0
0.000264	-0.216415	0
0.000265	-0.216121	0
0.000266	-0.215827	0
0.000267	-0.215533	0
0.000268	-0.215239	0
0.000269	-0.214945	0
0.00027	-0.214651	0
0.000271	-0.214357	0
0.000272	-0.214063	0
0.000273	-0.213769	0
0.000274	-0.213475	0
0.000275	-0.213181	0
0.000276	-0.212887	0
0.000277	-0.212593	0
0.000278	-0.212299	0
0.000279	-0.212004	0
0.00028	-0.21171	0
0.000281	-0.211416	0
0.000282	-0.211122	0
0.000283	-0.210828	0
0.000284	-0.210534	0
0.000285	-0.21024	0
0.000286	-0.209946	0
0.000287	-0.209652	0
0.000288	-0.209358	0
0.000289	-0.209064	0
0.00029	-0.20877	0
