 21  1  1  0  2
   1  2
    .00000   .06200000  -.008  0  .008  0
    .00100   .06200000  -.008  0  .008  0
    .00200   .06200000  -.008  0  .008  0
    .00300   .06200000  -.008  0  .008  0
    .00400   .06200000  -.008  0  .008  0
    .00500   .06200000  -.008  0  .008  0
    .00600   .06200000  -.008  0  .008  0
    .00700   .06200000  -.008  0  .008  0
    .00800   .06200000  -.008  0  .008  0
    .00900   .06200000  -.008  0  .008  0
    .01000   .06200000  -.008  0  .008  0
    .01100   .06200000  -.008  0  .008  0
    .01200   .06200000  -.008  0  .008  0
    .01300   .06200000  -.008  0  .008  0
    .01400   .06200000  -.008  0  .008  0
    .01500   .06200000  -.008  0  .008  0
    .01600   .06200000  -.008  0  .008  0
    .01700   .06200000  -.008  0  .008  0
    .01800   .06200000  -.008  0  .008  0
    .01900   .06200000  -.008  0  .008  0
    .02000   .06200000  -.008  0  .008  0
